# 0.3,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1.0,1.25,1.5,
# 0.0,0.2,0.4,0.6,
1.001976284584980226e+00,1.001879699248120259e+00,1.001847063169560403e+00
9.976204640095180931e-01,9.997774810858922612e-01,1.003215434083601254e+00
1.000738370662072274e+00,9.993956486704270725e-01,9.975186104218362049e-01
9.995491433724075225e-01,9.969574036511156256e-01,9.960095770151635719e-01
9.986449864498645468e-01,9.971062422488631283e-01,9.964973730297723709e-01
9.990802483329500605e-01,9.975402504472271614e-01,9.976007677543186070e-01
9.968199608610567308e-01,1.001265822784810133e+00,9.988432620011566954e-01
9.975563399402660458e-01,9.991404011461317847e-01,9.950920245398773289e-01
9.969924812030075412e-01,1.000635122261035237e+00,9.970260223048327264e-01
9.975778546712802397e-01,9.992178333985138883e-01,9.981949458483754256e-01
9.972386587771203681e-01,9.959053685168335335e-01,9.934924078091106336e-01
9.967682363804247769e-01,9.989637305699481384e-01,9.975639464068210005e-01
1.000000000000000000e+00,9.974554707379135188e-01,9.970717423133236279e-01
9.996259584813914634e-01,9.987452948557089538e-01,9.969999999999999973e-01
1.001918465227817689e+00,1.002084418968212542e+00,9.987046632124352286e-01
