# 0.3,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1.0,1.25,1.5,
# 0.0,0.2,0.4,0.6,
1.002107481559536328e+00,1.006223717409587826e+00,1.005806010928961713e+00
1.000485672656629355e+00,1.001602050624799789e+00,1.000349162011173076e+00
9.993544222078760697e-01,9.990647962591849840e-01,9.968573224387178300e-01
9.992515903704627389e-01,9.981970379909851365e-01,9.966494060310691072e-01
9.974223640603903096e-01,9.975456776656667079e-01,9.940079893475366468e-01
9.959135249143158397e-01,9.979366249078850393e-01,9.981785063752276477e-01
9.973158365642708079e-01,9.989344698987746574e-01,9.941043083900227284e-01
9.975827445146894235e-01,9.966367713004484763e-01,1.002783964365256075e+00
9.956311795815130372e-01,9.958836443468715993e-01,9.906604402935290654e-01
1.001527650473571729e+00,9.971570717839374209e-01,9.877835951134380510e-01
9.952867242733699493e-01,9.990243902439024382e-01,9.896313364055299155e-01
9.959636730575176511e-01,9.974276527331189524e-01,9.910846953937593184e-01
1.000715307582260349e+00,9.964881474978051212e-01,9.813084112149532690e-01
9.996000000000000441e-01,9.956813819577735591e-01,9.783427495291902032e-01
1.000000000000000000e+00,1.008403361344537785e+00,9.595959595959595578e-01
