# 0.3,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1.0,1.25,1.5,
# 0.0,0.2,0.4,0.6,
1.000846979107848700e+00,1.006203007518797099e+00,1.000738825267824206e+00
1.000594883997620421e+00,9.997774810858922612e-01,1.000000000000000000e+00
9.992616293379276149e-01,9.997985495568090242e-01,9.995864350703060897e-01
9.977457168620378347e-01,9.961460446247464295e-01,9.948124501197126435e-01
9.961607949412827345e-01,9.964861513021909811e-01,9.956217162872154081e-01
9.956311795815130372e-01,9.979874776386403745e-01,9.971209213051823728e-01
9.965753424657534110e-01,1.000000000000000000e+00,9.913244650086755483e-01
9.951126798805322027e-01,9.994269340974212268e-01,9.963190184049079967e-01
9.948872180451128200e-01,9.990473166084471446e-01,9.947955390334572989e-01
9.955017301038062705e-01,9.980445834962846652e-01,9.882671480144404885e-01
9.936883629191320955e-01,9.886260236578707783e-01,9.891540130151843524e-01
9.935364727608494428e-01,9.958549222797927758e-01,1.001218026796589555e+00
9.988590986879635203e-01,9.930025445292620656e-01,9.912152269399707727e-01
9.985038339255657425e-01,9.960267670430782427e-01,9.955000000000000515e-01
1.000000000000000000e+00,1.001042209484106271e+00,9.896373056994818285e-01
