# 0.3,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1.0,1.25,1.5,
# 0.0,0.2,0.4,0.6,
9.898362507058159343e-01,9.889097744360901832e-01,9.896564462504617854e-01
9.913741820345032263e-01,9.899866488651535290e-01,9.862195682131373875e-01
9.825252276642875149e-01,9.895245769540692571e-01,9.937965260545905677e-01
9.885031559963931569e-01,9.908722109533468769e-01,9.964086193136472147e-01
9.884823848238482036e-01,9.933856965688301344e-01,9.894921190893170015e-01
9.903426074959761349e-01,9.944096601073345587e-01,9.918426103646833525e-01
9.921722113502935425e-01,9.888607594936709155e-01,9.942163100057836989e-01
9.818083084442030817e-01,9.991404011461317847e-01,9.883435582822085452e-01
9.972932330827067871e-01,1.000635122261035237e+00,9.992565055762081538e-01
9.916955017301037900e-01,1.001564333202972223e+00,9.855595667870036269e-01
9.881656804733728316e-01,9.863512283894450006e-01,1.007592190889371020e+00
9.958448753462604275e-01,9.953367875647668450e-01,9.878197320341047805e-01
9.914432401597261801e-01,9.910941475826972047e-01,9.926793557833089032e-01
9.936412941836544332e-01,9.905897114178168206e-01,9.965000000000000524e-01
9.851318944844125181e-01,9.942678478374152862e-01,1.006476683937823857e+00
