# 0.3,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1.0,1.25,1.5,
# 0.0,0.2,0.4,0.6,
1.000000000000000000e+00,9.996607294317217951e-01,9.996568291008922635e-01
9.998372925479986906e-01,9.998388915740292759e-01,1.000000000000000000e+00
9.998698255662588075e-01,1.000134535180949857e+00,1.000630715862503850e+00
1.000000000000000000e+00,9.998704495400958514e-01,9.993880048959608020e-01
1.000123533045089497e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.998673212153376122e-01,9.998518957345972069e-01,1.000366972477064298e+00
9.998499174546000567e-01,1.000179115171055066e+00,1.000000000000000000e+00
1.000000000000000000e+00,9.997739602169981588e-01,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.001345895020188337e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000484966052376246e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
