# 0.3,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1.0,1.25,1.5,
# 0.0,0.2,0.4,0.6,
9.984899962249905725e-01,9.906770255271920567e-01,9.890818858560793680e-01
1.000000000000000000e+00,9.963457484188334989e-01,1.001887979861548095e+00
1.000778715120052009e+00,1.000770910959784210e+00,1.004769001490313007e+00
1.003735669200051417e+00,1.002832496459379330e+00,1.002382370458606342e+00
1.002566735112936369e+00,1.003003003003003046e+00,1.006191950464396356e+00
1.003753127606338724e+00,1.002186816619806242e+00,1.012133072407044976e+00
1.005118362124120202e+00,1.003236862147753206e+00,1.002952755905511806e+00
1.002376237623762378e+00,1.002899951667472145e+00,1.015605493133582948e+00
1.006102025872589678e+00,1.003279666070363785e+00,1.013302034428795073e+00
1.003231017770597644e+00,9.996090695856137964e-01,1.008121827411167404e+00
1.002529510961214232e+00,1.005851063829787284e+00,1.005305039787798504e+00
1.003222341568206222e+00,9.992937853107344282e-01,1.001855287569573205e+00
1.001512859304084735e+00,1.006849315068493178e+00,1.007009345794392496e+00
1.004224270353302639e+00,1.003870343492984984e+00,1.011467889908256979e+00
1.010563380281690238e+00,1.007905138339920903e+00,1.023437500000000000e+00
