# 0.3,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1.0,1.25,1.5,
# 0.0,1.0,3.0,
8.857142857142856762e-01,9.690721649484536071e-01
1.011811023622047223e+00,1.007082152974504208e+00
9.950576606260296275e-01,1.007462686567164090e+00
9.447186574531095671e-01,1.012095200936402595e+00
9.901290812452543388e-01,9.975103734439834113e-01
9.634146341463414309e-01,9.651654640457825174e-01
1.021590909090908994e+00,1.006745362563237878e+00
1.024286581663630846e+00,9.824691358024690846e-01
9.847231063017186647e-01,1.002598902685532867e+00
9.812274368231046484e-01,9.971437638844811158e-01
9.725776965265082730e-01,9.911012235817575622e-01
9.644396551724138122e-01,9.774363898223715763e-01
9.495225102319235777e-01,9.850746268656715987e-01
9.830011723329425966e-01,9.897010801306204142e-01
9.836065573770491621e-01,9.862174578866769181e-01
