# 0.3,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1.0,1.25,1.5,
# 0.0,1.0,3.0,
1.000000000000000000e+00,8.333333333333333703e-01
1.024999999999999911e+00,1.010101010101010166e+00
9.824561403508771384e-01,9.835526315789473450e-01
9.708333333333333259e-01,9.871086556169429427e-01
9.785276073619632031e-01,1.000000000000000000e+00
9.877149877149876689e-01,9.792746113989637680e-01
9.883720930232557933e-01,1.001958863858961823e+00
9.940119760479041444e-01,9.850327408793264627e-01
9.750479846449136012e-01,1.005571030640668440e+00
9.905437352245862748e-01,9.862204724409449064e-01
9.885057471264367956e-01,9.837837837837838384e-01
9.942857142857143282e-01,9.870129870129870087e-01
9.825581395348836899e-01,9.872881355932203729e-01
9.854651162790697416e-01,9.941520467836256758e-01
9.849849849849849903e-01,1.007656967840734996e+00
