# 0.3,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1.0,1.25,1.5,
# 0.0,1.0,3.0,
2.500000000000000000e+00,1.166666666666666741e+00
1.411764705882353033e+00,9.636363636363636243e-01
1.043478260869565188e+00,1.032051282051282159e+00
9.915966386554622147e-01,1.070422535211267512e+00
9.829545454545454142e-01,1.029612756264236983e+00
1.000000000000000000e+00,1.057971014492753659e+00
1.015151515151515138e+00,1.058419243986254310e+00
1.028112449799196693e+00,1.096256684491978550e+00
1.018867924528301883e+00,1.005347593582887722e+00
1.023809523809523725e+00,1.041394335511982572e+00
9.702127659574467655e-01,1.021097046413502074e+00
1.160256410256410353e+00,1.078014184397163122e+00
9.693251533742330839e-01,1.017142857142857126e+00
1.070833333333333304e+00,1.052586206896551690e+00
1.195121951219512146e+00,1.076433121019108263e+00
