# 0.3,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1.0,1.25,1.5,
# 0.0,1.0,3.0,
6.700000000000000000e+01,1.566428571428571388e+02
8.229166666666666075e+00,1.244852941176470651e+01
3.279761904761904656e+00,4.366666666666666252e+00
2.287671232876712146e+00,2.421364985163204864e+00
1.622065727699530502e+00,1.371595330739299623e+00
1.162313432835820892e+00,1.094827586206896575e+00
9.576802507836990053e-01,7.657593123209168740e-01
8.400673400673400737e-01,6.497860199714693419e-01
6.437308868501528947e-01,6.157894736842105532e-01
6.063122923588040170e-01,5.309187279151943439e-01
5.124113475177305421e-01,4.749134948096885855e-01
7.280219780219779890e-01,4.436893203883495174e-01
5.050505050505050830e-01,4.749403341288782610e-01
4.614093959731543348e-01,2.822349570200572977e-01
1.862745098039215730e-01,2.386934673366834098e-02
