# 0.3,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1.0,1.25,1.5,
# 0.0,1.0,3.0,
1.000000000000000000e+00,1.000000000000000000e+00
1.024999999999999911e+00,1.000000000000000000e+00
1.026315789473684292e+00,1.006578947368421018e+00
1.016666666666666607e+00,1.005524861878453136e+00
1.009202453987730008e+00,1.013513513513513598e+00
1.002457002457002533e+00,1.004145077720207224e+00
1.007751937984496138e+00,1.010773751224289807e+00
1.019960079840319445e+00,1.010289990645462987e+00
1.015355086372360827e+00,1.015784586815227541e+00
1.007092198581560183e+00,1.012795275590551158e+00
1.018390804597701260e+00,1.012972972972973063e+00
1.017142857142857126e+00,1.018890200708382432e+00
1.008720930232558155e+00,1.016949152542372836e+00
1.022286821705426396e+00,1.013045434098065689e+00
1.015015015015015010e+00,1.015313935681470214e+00
