# 0.3,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1.0,1.25,1.5,
# 0.0,1.0,3.0,
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,9.898989898989899450e-01
1.008771929824561431e+00,1.003289473684210620e+00
1.000000000000000000e+00,9.963167587476979836e-01
9.969325153374233306e-01,9.972972972972973249e-01
1.004914004914004844e+00,9.865284974093264658e-01
9.941860465116278966e-01,9.872673849167482585e-01
9.940119760479041444e-01,9.971936389148736701e-01
9.865642994241842212e-01,9.851439182915505688e-01
9.905437352245862748e-01,9.960629921259842590e-01
9.954022988505747405e-01,9.870270270270270485e-01
9.828571428571428736e-01,9.929161747343565603e-01
9.912790697674418450e-01,9.915254237288135819e-01
9.825581395348836899e-01,9.910031488978857661e-01
9.639639639639639990e-01,9.816232771822358538e-01
