# 0.3,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1.0,1.25,1.5,
# 0.0,1.0,3.0,
1.000000000000000000e+00,1.010309278350515427e+00
9.960629921259842590e-01,9.971671388101982503e-01
9.983525535420099128e-01,9.962686567164179552e-01
9.960513326752221674e-01,9.964884900507218202e-01
9.946848899012907808e-01,9.980636237897648755e-01
9.924506387921021577e-01,9.940283652649912760e-01
9.948863636363636243e-01,9.951818838834015635e-01
9.975713418336369376e-01,9.920987654320987392e-01
9.936346276257160826e-01,9.922032919434016218e-01
9.913357400722021540e-01,9.898444938114884240e-01
9.862888482632541365e-01,9.929551353355580146e-01
9.924568965517240882e-01,9.927988478156505314e-01
9.863574351978171562e-01,9.922388059701492402e-01
9.871043376318874296e-01,9.894498869630745652e-01
9.803278688524590390e-01,9.816232771822358538e-01
