# 0.3,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1.0,1.25,1.5,
# 0.0,1.0,3.0,
1.360000004664503992e+00,1.547555562650208438e+00
1.047360000162964599e+00,1.066737968417653892e+00
1.022857142568007305e+00,1.019934426118390469e+00
1.008669603115403657e+00,1.011988472290769936e+00
1.007434342904730107e+00,1.006775680791761163e+00
1.005397589707403450e+00,1.003170059743312192e+00
1.002186334592284789e+00,1.001715987199373714e+00
1.001431309022785099e+00,1.000236568659029324e+00
1.001835769677984711e+00,9.988755477140491834e-01
9.988965502723372580e-01,9.970445842625185184e-01
9.995181917764102142e-01,9.963203640160069874e-01
9.977244425121029048e-01,9.944522586443921286e-01
9.954564861685590849e-01,9.929270356577910572e-01
9.903800582144149933e-01,9.883389163142995981e-01
9.855603250838619322e-01,9.853140043007423410e-01
